ItemIdentifier,ItemWeight,ItemFatContent,ItemVisibility,ItemType,ItemMRP,OutletIdentifier,OutletSize,OutletLocationType,OutletType,YearsSinceEstablishment
FDD41,6.765,2,0.087615564,4,104.3306,OUT018,2,Tier 3,Supermarket Type2,15
FDP40,4.555,2,0.034497126,4,110.3544,OUT018,2,Tier 3,Supermarket Type2,15
FDM40,10.195,1,0.159906706,4,141.7154,OUT035,1,Tier 2,Supermarket Type1,20
FDR36,6.715,2,0.121586376,5,40.0454,OUT046,1,Tier 1,Supermarket Type1,27
FDZ45,14.1,1,0.066875983,1,198.8084,OUT046,1,Tier 1,Supermarket Type1,27
FDK28,5.695,1,0.065535324,4,258.5646,OUT013,3,Tier 3,Supermarket Type1,37
DRY23,9.395,2,0.109005584,8,43.3112,OUT013,3,Tier 3,Supermarket Type1,37
FDB09,16.25,1,0.057348328,2,123.2046,OUT013,3,Tier 3,Supermarket Type1,37
FDQ49,20.2,2,0.039407615,11,156.563,OUT018,2,Tier 3,Supermarket Type2,15
FDZ09,17.6,1,0.105306199,1,164.3868,OUT018,2,Tier 3,Supermarket Type2,15
FDY03,17.6,2,0.07624018,7,113.1202,OUT049,2,Tier 1,Supermarket Type1,25
FDQ32,17.85,2,0.046569711,2,125.6388,OUT013,3,Tier 3,Supermarket Type1,37
FDW16,17.35,2,0.04146639,4,90.9804,OUT035,1,Tier 2,Supermarket Type1,20
FDU27,18.6,2,0.171476879,7,47.0376,OUT046,1,Tier 1,Supermarket Type1,27
FDS37,7.655,1,0.031944868,12,116.1492,OUT046,1,Tier 1,Supermarket Type1,27
FDW26,11.8,2,0.107493292,6,220.4772,OUT018,2,Tier 3,Supermarket Type2,15
FDX12,18.2,2,0.026170661,5,241.1196,OUT018,2,Tier 3,Supermarket Type2,15
NCP06,20.7,1,0.039213146,3,150.7366,OUT013,3,Tier 3,Supermarket Type1,37
NCN30,16.35,1,0.017019624,3,94.541,OUT049,2,Tier 1,Supermarket Type1,25
FDN24,14.1,1,0.113443531,5,53.0956,OUT049,2,Tier 1,Supermarket Type1,25
FDI53,8.895,2,0.137530409,4,162.5236,OUT013,3,Tier 3,Supermarket Type1,37
DRH01,17.5,1,0.098056243,8,175.7738,OUT049,2,Tier 1,Supermarket Type1,25
FDX32,15.1,2,0.099775148,2,142.9786,OUT013,3,Tier 3,Supermarket Type1,37
NCP30,20.5,1,0.032902177,3,39.7822,OUT018,2,Tier 3,Supermarket Type2,15
FDB14,20.25,2,0.102883628,12,93.412,OUT049,2,Tier 1,Supermarket Type1,25
NCP02,7.105,1,0.044800289,3,58.0562,OUT035,1,Tier 2,Supermarket Type1,20
FDG34,11.5,2,0.0,1,110.5254,OUT046,1,Tier 1,Supermarket Type1,27
FDM16,8.155,2,0.033607569,4,74.2354,OUT049,2,Tier 1,Supermarket Type1,25
FDW25,5.175,1,0.0375513,12,84.1224,OUT018,2,Tier 3,Supermarket Type2,15
DRN11,7.85,1,0.162844648,8,143.2444,OUT013,3,Tier 3,Supermarket Type1,37
NCQ50,18.75,1,0.034447102,3,212.5218,OUT018,2,Tier 3,Supermarket Type2,15
DRH23,14.65,1,0.171012056,8,57.1614,OUT018,2,Tier 3,Supermarket Type2,15
DRJ37,10.8,1,0.061050536,8,151.9024,OUT013,3,Tier 3,Supermarket Type1,37
FDY16,18.35,2,0.092209315,4,183.4266,OUT035,1,Tier 2,Supermarket Type1,20
FDA08,11.85,2,0.050163021,2,163.1526,OUT049,2,Tier 1,Supermarket Type1,25
FDG31,12.15,1,0.0,7,65.1826,OUT046,1,Tier 1,Supermarket Type1,27
FDV33,9.6,2,0.02733844,1,258.1304,OUT035,1,Tier 2,Supermarket Type1,20
DRZ24,7.535,1,0.0,8,120.244,OUT018,2,Tier 3,Supermarket Type2,15
NCL54,12.6,1,0.082738167,3,173.5054,OUT035,1,Tier 2,Supermarket Type1,20
FDR12,12.6,2,0.031583781,5,172.8764,OUT049,2,Tier 1,Supermarket Type1,25
NCC54,17.75,1,0.097710924,2,241.9196,OUT046,1,Tier 1,Supermarket Type1,27
DRN59,15.0,1,0.0,8,45.906,OUT013,3,Tier 3,Supermarket Type1,37
FDW60,5.44,2,0.017088476,5,176.837,OUT049,2,Tier 1,Supermarket Type1,25
DRD49,9.895,1,0.167691399,8,236.4564,OUT013,3,Tier 3,Supermarket Type1,37
FDD33,12.85,1,0.108192641,2,231.2642,OUT046,1,Tier 1,Supermarket Type1,27
FDW35,10.6,1,0.011079996,9,42.2454,OUT013,3,Tier 3,Supermarket Type1,37
FDV51,16.35,1,0.032532744,7,166.3842,OUT035,1,Tier 2,Supermarket Type1,20
FDW36,11.15,1,0.056932641,5,106.4622,OUT046,1,Tier 1,Supermarket Type1,27
FDH35,18.25,1,0.060248633,10,165.2526,OUT046,1,Tier 1,Supermarket Type1,27
FDL08,10.8,1,0.04992156,2,246.0144,OUT018,2,Tier 3,Supermarket Type2,15
FDI09,20.75,2,0.129229963,7,240.088,OUT013,3,Tier 3,Supermarket Type1,37
FDP19,11.5,1,0.174222894,2,129.4652,OUT018,2,Tier 3,Supermarket Type2,15
FDY10,17.6,1,0.049027044,1,112.6176,OUT013,3,Tier 3,Supermarket Type1,37
FDP12,9.8,2,0.045451204,5,36.2874,OUT018,2,Tier 3,Supermarket Type2,15
NCN26,10.85,1,0.028724484,3,116.0808,OUT049,2,Tier 1,Supermarket Type1,25
FDK44,16.6,1,0.122125769,2,174.4738,OUT013,3,Tier 3,Supermarket Type1,37
FDC28,7.905,1,0.055072409,4,109.1254,OUT049,2,Tier 1,Supermarket Type1,25
NCT29,12.6,1,0.064098602,2,123.5414,OUT035,1,Tier 2,Supermarket Type1,20
FDU60,20.0,2,0.060145056,5,167.1132,OUT018,2,Tier 3,Supermarket Type2,15
FDC51,10.895,2,0.009621861,6,123.073,OUT046,1,Tier 1,Supermarket Type1,27
FDU03,18.7,2,0.091501713,7,182.6292,OUT013,3,Tier 3,Supermarket Type1,37
FDD32,17.7,2,0.0,2,80.0276,OUT035,1,Tier 2,Supermarket Type1,20
NCX53,20.1,1,0.014961062,2,141.5154,OUT049,2,Tier 1,Supermarket Type1,25
FDQ23,6.55,1,0.024525828,9,104.0332,OUT046,1,Tier 1,Supermarket Type1,27
FDY09,15.6,1,0.025195384,1,176.8054,OUT035,1,Tier 2,Supermarket Type1,20
FDV25,5.905,1,0.045652243,12,221.0456,OUT046,1,Tier 1,Supermarket Type1,27
FDJ07,7.26,1,0.014420795,7,116.215,OUT035,1,Tier 2,Supermarket Type1,20
DRB25,12.3,1,0.069567714,8,106.0938,OUT049,2,Tier 1,Supermarket Type1,25
FDB28,6.615,1,0.093385381,6,197.8426,OUT046,1,Tier 1,Supermarket Type1,27
FDT36,12.3,1,0.11125355,5,36.0874,OUT035,1,Tier 2,Supermarket Type1,20
FDQ03,15.0,2,0.078332053,7,236.7248,OUT018,2,Tier 3,Supermarket Type2,15
NCX41,19.0,1,0.017715927,2,212.6244,OUT035,1,Tier 2,Supermarket Type1,20
NCD06,13.0,1,0.099306497,3,46.706,OUT035,1,Tier 2,Supermarket Type1,20
NCE06,5.825,1,0.0914091,3,160.9894,OUT013,3,Tier 3,Supermarket Type1,37
FDK16,9.065,1,0.0,4,94.4094,OUT049,2,Tier 1,Supermarket Type1,25
FDW27,5.86,2,0.150824783,7,157.0314,OUT035,1,Tier 2,Supermarket Type1,20
FDD17,7.5,1,0.03275986,4,237.8906,OUT018,2,Tier 3,Supermarket Type2,15
FDW39,6.69,2,0.036879682,7,176.637,OUT013,3,Tier 3,Supermarket Type1,37
FDS52,8.89,1,0.005469959,4,101.7016,OUT013,3,Tier 3,Supermarket Type1,37
NCF54,18.0,1,0.047337627,3,173.6422,OUT013,3,Tier 3,Supermarket Type1,37
NCP14,8.275,1,0.110461228,3,103.6306,OUT049,2,Tier 1,Supermarket Type1,25
FDH50,15.0,2,0.0,12,185.2266,OUT049,2,Tier 1,Supermarket Type1,25
NCJ06,20.1,1,0.034706495,3,120.1782,OUT049,2,Tier 1,Supermarket Type1,25
FDN02,16.5,1,0.074128491,12,205.4638,OUT018,2,Tier 3,Supermarket Type2,15
FDQ51,16.0,2,0.017578564,7,45.9718,OUT049,2,Tier 1,Supermarket Type1,25
FDS45,5.175,2,0.029541813,1,105.1622,OUT049,2,Tier 1,Supermarket Type1,25
FDD36,13.3,1,0.021269538,5,117.2124,OUT035,1,Tier 2,Supermarket Type1,20
FDU52,7.56,1,0.063770861,4,154.963,OUT046,1,Tier 1,Supermarket Type1,27
FDN22,18.85,2,0.13827922,1,251.8724,OUT035,1,Tier 2,Supermarket Type1,20
FDK03,12.6,2,0.073906461,6,256.2356,OUT035,1,Tier 2,Supermarket Type1,20
FDP08,20.5,2,0.112867957,2,195.3478,OUT018,2,Tier 3,Supermarket Type2,15
FDU44,12.15,2,0.058425726,2,163.2552,OUT046,1,Tier 1,Supermarket Type1,27
DRG39,14.15,1,0.042173019,6,52.7982,OUT035,1,Tier 2,Supermarket Type1,20
FDU32,8.785,1,0.026007997,2,121.9414,OUT049,2,Tier 1,Supermarket Type1,25
FDY27,6.38,1,0.0,6,178.5344,OUT049,2,Tier 1,Supermarket Type1,25
NCP54,15.35,1,0.03512042,3,123.073,OUT013,3,Tier 3,Supermarket Type1,37
NCZ41,19.85,1,0.064521395,2,126.4704,OUT049,2,Tier 1,Supermarket Type1,25
DRL49,13.15,1,0.056382065,8,143.4812,OUT013,3,Tier 3,Supermarket Type1,37
FDI05,8.35,2,0.127386531,4,76.4354,OUT018,2,Tier 3,Supermarket Type2,15
DRC13,8.26,2,0.032414575,8,124.973,OUT013,3,Tier 3,Supermarket Type1,37
FDR24,17.35,2,0.062949401,5,88.983,OUT049,2,Tier 1,Supermarket Type1,25
FDZ34,6.695,1,0.076187616,10,191.382,OUT018,2,Tier 3,Supermarket Type2,15
FDP37,15.6,1,0.143078892,11,126.4994,OUT035,1,Tier 2,Supermarket Type1,20
NCG18,15.3,1,0.023013626,3,102.4332,OUT049,2,Tier 1,Supermarket Type1,25
FDK25,11.6,2,0.157470693,11,168.9474,OUT018,2,Tier 3,Supermarket Type2,15
FDH53,20.5,2,0.019229584,4,80.9592,OUT049,2,Tier 1,Supermarket Type1,25
DRI59,9.5,1,0.041001013,8,223.0088,OUT018,2,Tier 3,Supermarket Type2,15
FDA52,16.2,2,0.128422279,4,177.237,OUT046,1,Tier 1,Supermarket Type1,27
FDB28,6.615,1,0.093765794,6,199.2426,OUT018,2,Tier 3,Supermarket Type2,15
FDP01,20.75,2,0.063325948,11,154.1682,OUT046,1,Tier 1,Supermarket Type1,27
FDZ44,8.185,1,0.038696828,2,118.5808,OUT013,3,Tier 3,Supermarket Type1,37
DRO59,11.8,1,0.054144012,8,75.8012,OUT035,1,Tier 2,Supermarket Type1,20
FDR21,19.7,1,0.067208126,1,175.337,OUT018,2,Tier 3,Supermarket Type2,15
FDO23,17.85,1,0.146427351,9,93.4436,OUT046,1,Tier 1,Supermarket Type1,27
NCE30,16.0,1,0.099539874,3,212.3902,OUT018,2,Tier 3,Supermarket Type2,15
FDQ22,16.75,1,0.029734029,1,37.6822,OUT035,1,Tier 2,Supermarket Type1,20
FDG28,9.285,2,0.049481039,4,246.7144,OUT018,2,Tier 3,Supermarket Type2,15
FDQ51,16.0,2,0.017622773,7,48.1718,OUT018,2,Tier 3,Supermarket Type2,15
FDO56,10.195,2,0.045052492,2,116.5808,OUT049,2,Tier 1,Supermarket Type1,25
FDE02,8.71,1,0.0,12,91.9778,OUT018,2,Tier 3,Supermarket Type2,15
FDS09,8.895,2,0.081021001,1,49.0008,OUT013,3,Tier 3,Supermarket Type1,37
NCA54,16.5,1,0.036790859,3,181.4318,OUT018,2,Tier 3,Supermarket Type2,15
FDL09,19.6,2,0.128557634,1,169.0816,OUT018,2,Tier 3,Supermarket Type2,15
FDE22,9.695,1,0.029618788,1,158.892,OUT049,2,Tier 1,Supermarket Type1,25
FDD23,9.5,2,0.04868553,10,186.8898,OUT046,1,Tier 1,Supermarket Type1,27
NCA29,10.5,1,0.027318818,3,172.7106,OUT049,2,Tier 1,Supermarket Type1,25
FDK38,6.65,1,0.053289916,12,147.0734,OUT046,1,Tier 1,Supermarket Type1,27
DRC13,8.26,2,0.032441572,8,121.673,OUT046,1,Tier 1,Supermarket Type1,27
NCP43,17.75,1,0.03055448,12,179.166,OUT049,2,Tier 1,Supermarket Type1,25
FDX28,6.325,1,0.12537274,4,99.7042,OUT049,2,Tier 1,Supermarket Type1,25
FDF08,14.3,2,0.065308939,2,89.8856,OUT049,2,Tier 1,Supermarket Type1,25
FDZ33,10.195,1,0.10739705,1,149.5076,OUT046,1,Tier 1,Supermarket Type1,27
FDD10,20.6,2,0.046092237,1,178.6344,OUT049,2,Tier 1,Supermarket Type1,25
FDX08,12.85,1,0.022585241,2,181.0318,OUT013,3,Tier 3,Supermarket Type1,37
FDF39,14.85,2,0.019507599,6,262.091,OUT035,1,Tier 2,Supermarket Type1,20
NCJ18,12.35,1,0.164609767,3,117.6124,OUT018,2,Tier 3,Supermarket Type2,15
DRC25,5.73,1,0.045363276,8,85.1882,OUT035,1,Tier 2,Supermarket Type1,20
FDU59,5.78,1,0.096368001,9,160.6552,OUT035,1,Tier 2,Supermarket Type1,20
FDU28,19.2,2,0.0,4,189.6214,OUT035,1,Tier 2,Supermarket Type1,20
NCP30,20.5,1,0.032768691,3,40.9822,OUT046,1,Tier 1,Supermarket Type1,27
FDB39,11.6,1,0.038675869,6,55.1272,OUT018,2,Tier 3,Supermarket Type2,15
FDE41,9.195,2,0.063960902,4,86.4566,OUT013,3,Tier 3,Supermarket Type1,37
FDU50,5.75,2,0.075170211,6,115.3176,OUT046,1,Tier 1,Supermarket Type1,27
FDM34,19.0,1,0.067391444,1,129.6626,OUT013,3,Tier 3,Supermarket Type1,37
FDQ49,20.2,2,0.039308756,11,156.463,OUT049,2,Tier 1,Supermarket Type1,25
DRH25,18.7,1,0.014652476,8,52.3324,OUT018,2,Tier 3,Supermarket Type2,15
NCR42,9.105,1,0.038638642,3,32.39,OUT018,2,Tier 3,Supermarket Type2,15
DRL59,16.75,1,0.021224126,8,52.7298,OUT046,1,Tier 1,Supermarket Type1,27
FDX43,5.655,1,0.085204025,2,168.45,OUT013,3,Tier 3,Supermarket Type1,37
FDU48,18.85,1,0.055583959,5,131.7284,OUT018,2,Tier 3,Supermarket Type2,15
NCN43,12.15,1,0.006787278,12,122.573,OUT018,2,Tier 3,Supermarket Type2,15
NCM55,15.6,1,0.066997948,12,184.0924,OUT018,2,Tier 3,Supermarket Type2,15
FDX13,7.725,1,0.047773924,12,251.0092,OUT035,1,Tier 2,Supermarket Type1,20
FDG20,15.5,2,0.125883329,2,175.4028,OUT049,2,Tier 1,Supermarket Type1,25
FDY14,10.3,1,0.070325509,6,264.3226,OUT018,2,Tier 3,Supermarket Type2,15
FDP59,20.85,2,0.056455037,9,102.7648,OUT035,1,Tier 2,Supermarket Type1,20
FDS07,12.35,1,0.09991293,2,113.4518,OUT049,2,Tier 1,Supermarket Type1,25
FDU16,19.25,2,0.058264085,4,81.9908,OUT035,1,Tier 2,Supermarket Type1,20
FDH12,9.6,1,0.084882966,5,106.528,OUT013,3,Tier 3,Supermarket Type1,37
NCW29,14.0,1,0.0288575,2,131.431,OUT035,1,Tier 2,Supermarket Type1,20
FDO11,8.0,2,0.030239711,9,250.6092,OUT013,3,Tier 3,Supermarket Type1,37
NCM31,6.095,1,0.081322858,12,141.2154,OUT049,2,Tier 1,Supermarket Type1,25
NCE43,12.5,1,0.103603094,3,169.1448,OUT049,2,Tier 1,Supermarket Type1,25
FDA02,14.0,2,0.029717039,6,143.8786,OUT035,1,Tier 2,Supermarket Type1,20
FDR24,17.35,2,0.063107714,5,91.283,OUT018,2,Tier 3,Supermarket Type2,15
FDW59,13.15,1,0.020748121,9,82.7566,OUT049,2,Tier 1,Supermarket Type1,25
FDS22,16.85,2,0.023190398,1,44.8428,OUT049,2,Tier 1,Supermarket Type1,25
FDU24,6.78,2,0.140136534,5,94.712,OUT035,1,Tier 2,Supermarket Type1,20
FDW36,11.15,1,0.05716456,5,103.8622,OUT018,2,Tier 3,Supermarket Type2,15
FDU01,20.25,2,0.0,12,185.7924,OUT018,2,Tier 3,Supermarket Type2,15
FDK50,7.96,1,0.0284073,12,162.9894,OUT049,2,Tier 1,Supermarket Type1,25
FDL36,15.1,1,0.076012177,5,90.283,OUT013,3,Tier 3,Supermarket Type1,37
FDP21,7.42,2,0.025719421,1,189.5872,OUT013,3,Tier 3,Supermarket Type1,37
FDT51,11.65,2,0.01091879,7,110.7544,OUT046,1,Tier 1,Supermarket Type1,27
FDD59,10.5,2,0.0662837,10,78.996,OUT049,2,Tier 1,Supermarket Type1,25
NCM42,6.13,1,0.028436862,3,109.0912,OUT018,2,Tier 3,Supermarket Type2,15
FDA57,18.85,1,0.039805092,1,40.348,OUT018,2,Tier 3,Supermarket Type2,15
FDZ48,17.75,1,0.0,5,112.0544,OUT035,1,Tier 2,Supermarket Type1,20
FDD20,14.15,1,0.0,2,125.2046,OUT013,3,Tier 3,Supermarket Type1,37
FDL25,6.92,2,0.130815962,11,92.4804,OUT013,3,Tier 3,Supermarket Type1,37
NCO18,13.15,1,0.024689595,3,177.0686,OUT049,2,Tier 1,Supermarket Type1,25
FDR12,12.6,2,0.03152879,5,170.3764,OUT035,1,Tier 2,Supermarket Type1,20
FDK25,11.6,2,0.156831826,11,166.5474,OUT046,1,Tier 1,Supermarket Type1,27
NCR17,9.8,1,0.024383317,2,114.0492,OUT046,1,Tier 1,Supermarket Type1,27
FDC52,11.15,2,0.0082799,6,151.8708,OUT046,1,Tier 1,Supermarket Type1,27
NCM19,12.65,1,0.047310687,12,113.3202,OUT049,2,Tier 1,Supermarket Type1,25
FDX23,6.445,1,0.029737925,5,96.5436,OUT049,2,Tier 1,Supermarket Type1,25
FDX28,6.325,1,0.125073951,4,100.6042,OUT013,3,Tier 3,Supermarket Type1,37
NCD31,12.1,1,0.01542162,3,162.5526,OUT013,3,Tier 3,Supermarket Type1,37
FDU57,8.27,2,0.089918992,1,150.7708,OUT018,2,Tier 3,Supermarket Type2,15
FDI27,8.71,2,0.045986314,6,45.5744,OUT046,1,Tier 1,Supermarket Type1,27
NCM42,6.13,1,0.028321492,3,108.0912,OUT046,1,Tier 1,Supermarket Type1,27
FDI34,10.65,2,0.085065105,1,228.9668,OUT013,3,Tier 3,Supermarket Type1,37
NCM29,11.5,1,0.017669658,2,129.8626,OUT049,2,Tier 1,Supermarket Type1,25
FDG46,8.63,2,0.033043717,1,112.8518,OUT018,2,Tier 3,Supermarket Type2,15
FDF10,15.5,2,0.156928379,1,148.2418,OUT046,1,Tier 1,Supermarket Type1,27
FDI02,15.7,2,0.114743211,12,112.1202,OUT049,2,Tier 1,Supermarket Type1,25
FDF14,7.55,1,0.027147206,12,151.134,OUT013,3,Tier 3,Supermarket Type1,37
FDM20,10.0,1,0.038678487,2,245.7144,OUT035,1,Tier 2,Supermarket Type1,20
NCX05,15.2,1,0.097062093,2,116.6492,OUT046,1,Tier 1,Supermarket Type1,27
FDH09,12.6,1,0.056030907,7,50.7982,OUT013,3,Tier 3,Supermarket Type1,37
FDC15,18.1,1,0.177935403,6,155.6288,OUT035,1,Tier 2,Supermarket Type1,20
FDY52,6.365,1,0.0,4,62.5536,OUT035,1,Tier 2,Supermarket Type1,20
FDB34,15.25,1,0.026587669,1,85.9198,OUT013,3,Tier 3,Supermarket Type1,37
DRL23,18.35,1,0.015366655,8,105.5938,OUT018,2,Tier 3,Supermarket Type2,15
DRB24,8.785,1,0.020577225,8,154.2656,OUT046,1,Tier 1,Supermarket Type1,27
FDJ50,8.645,1,0.021586004,12,53.7982,OUT046,1,Tier 1,Supermarket Type1,27
FDQ49,20.2,2,0.039240315,11,154.463,OUT035,1,Tier 2,Supermarket Type1,20
FDP20,19.85,1,0.045660601,2,124.502,OUT035,1,Tier 2,Supermarket Type1,20
FDS57,15.5,1,0.103863648,1,143.147,OUT018,2,Tier 3,Supermarket Type2,15
FDN10,11.5,1,0.046195515,1,117.4124,OUT049,2,Tier 1,Supermarket Type1,25
FDV23,11.0,1,0.106001313,9,125.5046,OUT049,2,Tier 1,Supermarket Type1,25
FDY28,7.47,2,0.152387525,4,214.3218,OUT049,2,Tier 1,Supermarket Type1,25
DRG51,12.1,1,0.011530019,6,162.4526,OUT013,3,Tier 3,Supermarket Type1,37
NCM29,11.5,1,0.017627547,2,130.4626,OUT013,3,Tier 3,Supermarket Type1,37
FDS01,11.6,1,0.017730232,12,179.6686,OUT013,3,Tier 3,Supermarket Type1,37
FDJ33,8.895,2,0.088322179,1,124.273,OUT046,1,Tier 1,Supermarket Type1,27
NCF54,18.0,1,0.047368095,3,171.7422,OUT035,1,Tier 2,Supermarket Type1,20
FDE09,8.775,1,0.021585405,2,109.9228,OUT013,3,Tier 3,Supermarket Type1,37
DRH49,19.7,1,0.024693927,8,80.7592,OUT049,2,Tier 1,Supermarket Type1,25
FDR14,11.65,1,0.174016121,6,55.9298,OUT035,1,Tier 2,Supermarket Type1,20
NCN54,20.35,1,0.021359628,3,78.7328,OUT049,2,Tier 1,Supermarket Type1,25
FDP59,20.85,2,0.056418725,9,105.7648,OUT013,3,Tier 3,Supermarket Type1,37
FDV22,14.85,2,0.009936905,1,156.963,OUT035,1,Tier 2,Supermarket Type1,20
FDD33,12.85,1,0.108172183,2,234.2642,OUT035,1,Tier 2,Supermarket Type1,20
FDK52,18.25,1,0.079218842,4,227.0062,OUT046,1,Tier 1,Supermarket Type1,27
FDM56,16.7,1,0.070300718,2,109.3912,OUT049,2,Tier 1,Supermarket Type1,25
FDE57,9.6,1,0.036278264,2,141.4154,OUT035,1,Tier 2,Supermarket Type1,20
FDU43,19.35,2,0.058133621,2,240.3564,OUT049,2,Tier 1,Supermarket Type1,25
NCO55,12.8,1,0.091020015,12,106.6938,OUT035,1,Tier 2,Supermarket Type1,20
FDJ28,12.3,1,0.021842793,4,190.7162,OUT013,3,Tier 3,Supermarket Type1,37
NCZ41,19.85,1,0.064421237,2,125.4704,OUT046,1,Tier 1,Supermarket Type1,27
FDU52,7.56,1,0.063717792,4,155.163,OUT013,3,Tier 3,Supermarket Type1,37
FDC40,16.0,2,0.065063889,6,76.2986,OUT046,1,Tier 1,Supermarket Type1,27
FDB50,13.0,1,0.153589518,12,78.4986,OUT035,1,Tier 2,Supermarket Type1,20
FDG04,13.1,1,0.006057667,4,188.0898,OUT013,3,Tier 3,Supermarket Type1,37
FDR26,20.7,1,0.042828678,6,177.3028,OUT035,1,Tier 2,Supermarket Type1,20
NCT17,10.8,1,0.042036392,2,188.4214,OUT018,2,Tier 3,Supermarket Type2,15
FDS12,9.1,1,0.174118549,5,127.4362,OUT046,1,Tier 1,Supermarket Type1,27
FDP12,9.8,2,0.045229136,5,37.1874,OUT013,3,Tier 3,Supermarket Type1,37
FDP22,14.65,2,0.099132174,1,51.6666,OUT046,1,Tier 1,Supermarket Type1,27
FDS26,20.35,1,0.08983368,6,261.0594,OUT018,2,Tier 3,Supermarket Type2,15
FDR52,12.65,2,0.076044589,4,191.9846,OUT046,1,Tier 1,Supermarket Type1,27
DRJ13,12.65,1,0.062890304,8,161.2578,OUT046,1,Tier 1,Supermarket Type1,27
FDE29,8.905,1,0.14310206,4,60.5878,OUT035,1,Tier 2,Supermarket Type1,20
NCT29,12.6,1,0.0642104,2,121.7414,OUT049,2,Tier 1,Supermarket Type1,25
DRK37,5.0,1,0.044183931,8,188.653,OUT018,2,Tier 3,Supermarket Type2,15
FDK55,18.5,1,0.025761698,7,87.6172,OUT046,1,Tier 1,Supermarket Type1,27
FDR07,21.35,1,0.077743909,2,96.1094,OUT046,1,Tier 1,Supermarket Type1,27
FDK46,9.6,1,0.051547413,1,260.662,OUT049,2,Tier 1,Supermarket Type1,25
FDV55,17.75,1,0.055027599,2,146.2444,OUT013,3,Tier 3,Supermarket Type1,37
FDW20,20.75,1,0.024186975,2,121.573,OUT049,2,Tier 1,Supermarket Type1,25
FDC41,15.6,1,0.1173895,4,75.567,OUT018,2,Tier 3,Supermarket Type2,15
FDG35,21.2,2,0.00703512,10,175.5738,OUT013,3,Tier 3,Supermarket Type1,37
FDF45,18.2,2,0.012202405,2,57.3904,OUT035,1,Tier 2,Supermarket Type1,20
FDM32,20.5,1,0.020637068,2,87.883,OUT049,2,Tier 1,Supermarket Type1,25
FDL45,15.6,1,0.037687837,1,126.4704,OUT046,1,Tier 1,Supermarket Type1,27
FDZ55,6.055,1,0.025448206,2,159.692,OUT049,2,Tier 1,Supermarket Type1,25
FDY37,17.0,2,0.026610182,12,141.547,OUT049,2,Tier 1,Supermarket Type1,25
FDO46,9.6,2,0.014212498,1,190.8872,OUT046,1,Tier 1,Supermarket Type1,27
FDQ60,6.195,2,0.109374441,5,119.6098,OUT046,1,Tier 1,Supermarket Type1,27
FDA19,7.52,1,0.055352065,2,130.1994,OUT018,2,Tier 3,Supermarket Type2,15
FDL15,17.85,1,0.046634759,7,154.2682,OUT046,1,Tier 1,Supermarket Type1,27
FDM10,18.25,1,0.076281071,1,213.0218,OUT018,2,Tier 3,Supermarket Type2,15
FDG40,13.65,1,0.039886263,4,34.3558,OUT049,2,Tier 1,Supermarket Type1,25
FDK28,5.695,1,0.065577504,4,256.2646,OUT035,1,Tier 2,Supermarket Type1,20
FDK27,11.0,1,0.008946536,7,119.4756,OUT046,1,Tier 1,Supermarket Type1,27
FDD38,16.75,2,0.008225098,12,102.1674,OUT018,2,Tier 3,Supermarket Type2,15
FDA16,6.695,1,0.033994765,4,219.8456,OUT049,2,Tier 1,Supermarket Type1,25
NCM17,7.93,1,0.071246467,2,43.8086,OUT049,2,Tier 1,Supermarket Type1,25
FDE52,10.395,2,0.029886798,6,89.5514,OUT046,1,Tier 1,Supermarket Type1,27
NCA18,10.1,1,0.05606697,3,115.6492,OUT035,1,Tier 2,Supermarket Type1,20
FDW09,13.65,2,0.025915914,1,78.3302,OUT035,1,Tier 2,Supermarket Type1,20
FDL26,18.0,1,0.0,12,154.3972,OUT035,1,Tier 2,Supermarket Type1,20
FDS47,16.75,1,0.129410755,9,89.0856,OUT018,2,Tier 3,Supermarket Type2,15
FDC39,7.405,1,0.159195426,6,206.4296,OUT046,1,Tier 1,Supermarket Type1,27
FDT51,11.65,2,0.010916726,7,111.1544,OUT035,1,Tier 2,Supermarket Type1,20
FDK40,7.035,1,0.021845267,4,263.091,OUT035,1,Tier 2,Supermarket Type1,20
FDZ07,15.1,2,0.093891315,2,62.0194,OUT046,1,Tier 1,Supermarket Type1,27
FDO04,16.6,1,0.026515122,4,55.2614,OUT013,3,Tier 3,Supermarket Type1,37
FDK41,14.3,1,0.128061273,4,83.3224,OUT018,2,Tier 3,Supermarket Type2,15
FDP15,15.2,1,0.084073075,7,255.533,OUT049,2,Tier 1,Supermarket Type1,25
NCD43,8.85,1,0.016085216,3,104.6964,OUT018,2,Tier 3,Supermarket Type2,15
NCP18,12.15,1,0.028574451,3,148.8708,OUT013,3,Tier 3,Supermarket Type1,37
FDZ51,11.3,2,0.0,7,93.3094,OUT046,1,Tier 1,Supermarket Type1,27
DRH13,8.575,1,0.02388144,8,108.428,OUT035,1,Tier 2,Supermarket Type1,20
FDS03,7.825,1,0.079562345,7,64.7826,OUT013,3,Tier 3,Supermarket Type1,37
FDV02,16.75,1,0.060545628,6,172.5106,OUT046,1,Tier 1,Supermarket Type1,27
FDW52,14.0,2,0.03752254,4,164.6526,OUT046,1,Tier 1,Supermarket Type1,27
FDS40,15.35,1,0.014016743,4,36.019,OUT035,1,Tier 2,Supermarket Type1,20
FDA15,9.3,1,0.01602239,6,249.9092,OUT046,1,Tier 1,Supermarket Type1,27
